"year","zone","dwelling","count"
"1994","S01001803","All",1
"1995","S01001803","All",0
"1996","S01001803","All",1
"1997","S01001803","All",0
"1980","S01001803","All",0
"1981","S01001803","All",0
"1982","S01001803","All",0
"1983","S01001803","All",0
"1984","S01001803","All",0
"1985","S01001803","All",0
"1986","S01001803","All",1
"1987","S01001803","All",0
"1988","S01001803","All",1
"1989","S01001803","All",2
"1990","S01001803","All",4
"1991","S01001803","All",1
"1992","S01001803","All",1
"1994","S01001803","Flat",1
"1987","S01001803","Flat",0
"1995","S01001803","Flat",0
"1996","S01001803","Flat",1
"1997","S01001803","Flat",0
"1988","S01001803","Flat",1
"1991","S01001803","Flat",0
"1980","S01001803","Flat",0
"1981","S01001803","Flat",0
"1989","S01001803","Flat",1
"1982","S01001803","Flat",0
"1992","S01001803","Flat",1
"1983","S01001803","Flat",0
"2004","S01001803","Flat",0
"1984","S01001803","Flat",0
"2005","S01001803","Flat",0
"1990","S01001803","Flat",2
"2003","S01001803","Flat",0
"1985","S01001803","Flat",0
"2002","S01001803","Flat",0
"1998","S01001803","Flat",0
"1999","S01001803","Flat",0
"1986","S01001803","Flat",1
"2000","S01001803","Flat",0
"2001","S01001803","Flat",0
"1993","S01001803","Flat",0
"1987","S01001803","House",0
"1994","S01001803","House",0
"2004","S01001803","House",0
"2000","S01001803","House",0
"1991","S01001803","House",1
"1985","S01001803","House",0
"1995","S01001803","House",0
"1996","S01001803","House",0
"2005","S01001803","House",0
"1988","S01001803","House",0
"1997","S01001803","House",0
"1990","S01001803","House",2
"1992","S01001803","House",0
"2001","S01001803","House",0
"1999","S01001803","House",0
"1980","S01001803","House",0
"1989","S01001803","House",1
"2003","S01001803","House",0
"1981","S01001803","House",0
"1993","S01001803","House",0
"1986","S01001803","House",0
"1982","S01001803","House",0
"2002","S01001803","House",0
"1998","S01001803","House",0
"1983","S01001803","House",0
"1984","S01001803","House",0
"2004","S01001804","All",1
"2005","S01001804","All",0
"2003","S01001804","All",0
"2002","S01001804","All",0
"1998","S01001804","All",3
"1999","S01001804","All",1
"2000","S01001804","All",1
"2001","S01001804","All",0
"1993","S01001804","All",0
"1994","S01001804","All",0
"1995","S01001804","All",2
"1996","S01001804","All",1
"1997","S01001804","All",1
"1980","S01001804","All",0
"1981","S01001804","All",0
"1982","S01001804","All",0
"1983","S01001804","All",0
"1984","S01001804","All",0
"1985","S01001804","All",1
"1986","S01001804","All",0
"1987","S01001804","All",0
"1988","S01001804","All",1
"1989","S01001804","All",4
"1990","S01001804","All",3
"1991","S01001804","All",0
"1992","S01001804","All",2
"1994","S01001804","Flat",0
"1987","S01001804","Flat",0
"1995","S01001804","Flat",2
"1996","S01001804","Flat",1
"1997","S01001804","Flat",0
"1988","S01001804","Flat",1
"1991","S01001804","Flat",0
"1980","S01001804","Flat",0
"1981","S01001804","Flat",0
"1989","S01001804","Flat",4
"1982","S01001804","Flat",0
"1992","S01001804","Flat",2
"1983","S01001804","Flat",0
"2004","S01001804","Flat",0
"1984","S01001804","Flat",0
"2005","S01001804","Flat",0
"1990","S01001804","Flat",3
"2003","S01001804","Flat",0
"1985","S01001804","Flat",0
"2002","S01001804","Flat",0
"1998","S01001804","Flat",3
"1999","S01001804","Flat",1
"1986","S01001804","Flat",0
"2000","S01001804","Flat",1
"2001","S01001804","Flat",0
"1993","S01001804","Flat",0
"1987","S01001804","House",0
"1994","S01001804","House",0
"2004","S01001804","House",1
"2000","S01001804","House",0
"1991","S01001804","House",0
"1985","S01001804","House",1
"1995","S01001804","House",0
"1996","S01001804","House",0
"2005","S01001804","House",0
"1988","S01001804","House",0
"1997","S01001804","House",1
"1990","S01001804","House",0
"1992","S01001804","House",0
"2001","S01001804","House",0
"1999","S01001804","House",0
"1980","S01001804","House",0
"1989","S01001804","House",0
"2003","S01001804","House",0
"1981","S01001804","House",0
"1993","S01001804","House",0
"1986","S01001804","House",0
"1982","S01001804","House",0
"2002","S01001804","House",0
"1998","S01001804","House",0
"1983","S01001804","House",0
"1984","S01001804","House",0
"2004","S01001805","All",3
"2005","S01001805","All",0
"2003","S01001805","All",4
"2002","S01001805","All",0
"1998","S01001805","All",3
"1999","S01001805","All",2
"2000","S01001805","All",3
"2001","S01001805","All",0
"1993","S01001805","All",3
"1994","S01001805","All",4
"1995","S01001805","All",4
"1996","S01001805","All",2
"1997","S01001805","All",5
"1980","S01001805","All",6
"1981","S01001805","All",12
"1982","S01001805","All",5
"1983","S01001805","All",6
"1984","S01001805","All",10
"1985","S01001805","All",11
"1986","S01001805","All",3
"1987","S01001805","All",2
"1988","S01001805","All",4
"1989","S01001805","All",18
"1990","S01001805","All",13
"1991","S01001805","All",9
"1992","S01001805","All",7
"1994","S01001805","Flat",0
"1987","S01001805","Flat",0
"1995","S01001805","Flat",0
"1996","S01001805","Flat",0
"1997","S01001805","Flat",0
"1988","S01001805","Flat",0
"1991","S01001805","Flat",0
"1980","S01001805","Flat",0
"1981","S01001805","Flat",0
"1989","S01001805","Flat",0
"1982","S01001805","Flat",0
"1992","S01001805","Flat",0
"1983","S01001805","Flat",0
"2004","S01001805","Flat",0
"1984","S01001805","Flat",0
"2005","S01001805","Flat",0
"1990","S01001805","Flat",0
"2003","S01001805","Flat",0
"1985","S01001805","Flat",0
"2002","S01001805","Flat",0
"1998","S01001805","Flat",0
"1999","S01001805","Flat",0
"1986","S01001805","Flat",0
"2000","S01001805","Flat",0
"2001","S01001805","Flat",0
"1993","S01001805","Flat",0
"1987","S01001805","House",2
"1994","S01001805","House",4
"2004","S01001805","House",3
"2000","S01001805","House",3
"1991","S01001805","House",9
"1985","S01001805","House",11
"1995","S01001805","House",4
"1996","S01001805","House",2
"2005","S01001805","House",0
"1988","S01001805","House",4
"1997","S01001805","House",5
"1990","S01001805","House",13
"1992","S01001805","House",7
"2001","S01001805","House",0
"1999","S01001805","House",2
"1980","S01001805","House",6
"1989","S01001805","House",18
"2003","S01001805","House",4
"1981","S01001805","House",12
"1993","S01001805","House",3
"1986","S01001805","House",3
"1982","S01001805","House",5
"2002","S01001805","House",0
"1998","S01001805","House",3
"1983","S01001805","House",6
"1984","S01001805","House",10
"2004","S01001806","All",1
"2005","S01001806","All",0
"2003","S01001806","All",2
"2002","S01001806","All",0
"1998","S01001806","All",2
"1999","S01001806","All",1
"2000","S01001806","All",1
"2001","S01001806","All",0
"1993","S01001806","All",0
"1994","S01001806","All",0
"1995","S01001806","All",1
"1996","S01001806","All",1
"1997","S01001806","All",1
"1980","S01001806","All",2
"1981","S01001806","All",5
"1982","S01001806","All",1
"1983","S01001806","All",1
"1984","S01001806","All",2
"1985","S01001806","All",0
"1986","S01001806","All",0
"1987","S01001806","All",0
"1988","S01001806","All",2
"1989","S01001806","All",0
"1990","S01001806","All",2
"1991","S01001806","All",1
"1992","S01001806","All",2
"1994","S01001806","Flat",0
"1987","S01001806","Flat",0
"1995","S01001806","Flat",0
"1996","S01001806","Flat",0
"1997","S01001806","Flat",0
"1988","S01001806","Flat",0
"1991","S01001806","Flat",0
"1980","S01001806","Flat",0
"1981","S01001806","Flat",0
"1989","S01001806","Flat",0
"1982","S01001806","Flat",0
"1992","S01001806","Flat",0
"1983","S01001806","Flat",0
"2004","S01001806","Flat",0
"1984","S01001806","Flat",0
"2005","S01001806","Flat",0
"1990","S01001806","Flat",0
"2003","S01001806","Flat",1
"1985","S01001806","Flat",0
"2002","S01001806","Flat",0
"1998","S01001806","Flat",0
"1999","S01001806","Flat",1
"1986","S01001806","Flat",0
"2000","S01001806","Flat",1
"2001","S01001806","Flat",0
"1993","S01001806","Flat",0
"1987","S01001806","House",0
"1994","S01001806","House",0
"2004","S01001806","House",1
"2000","S01001806","House",0
"1991","S01001806","House",1
"1985","S01001806","House",0
"1995","S01001806","House",1
"1996","S01001806","House",1
"2005","S01001806","House",0
"1988","S01001806","House",2
"1997","S01001806","House",1
"1990","S01001806","House",2
"1992","S01001806","House",2
"2001","S01001806","House",0
"1999","S01001806","House",0
"1980","S01001806","House",2
"1989","S01001806","House",0
"2003","S01001806","House",1
"1981","S01001806","House",5
"1993","S01001806","House",0
"1986","S01001806","House",0
"1982","S01001806","House",1
"2002","S01001806","House",0
"1998","S01001806","House",2
"1983","S01001806","House",1
"1984","S01001806","House",2
"2004","S01001807","All",0
"2005","S01001807","All",0
"2003","S01001807","All",0
"2002","S01001807","All",0
"1998","S01001807","All",1
"1999","S01001807","All",1
"2000","S01001807","All",1
"2001","S01001807","All",0
"1993","S01001807","All",0
"1994","S01001807","All",1
"1995","S01001807","All",1
"1996","S01001807","All",2
"1997","S01001807","All",0
"1980","S01001807","All",0
"1981","S01001807","All",8
"1982","S01001807","All",1
"1983","S01001807","All",1
"1984","S01001807","All",4
"1985","S01001807","All",3
"1986","S01001807","All",1
"1987","S01001807","All",3
"1988","S01001807","All",1
"1989","S01001807","All",2
"1990","S01001807","All",2
"1991","S01001807","All",0
"1992","S01001807","All",1
"1994","S01001807","Flat",0
"1987","S01001807","Flat",0
"1995","S01001807","Flat",0
"1996","S01001807","Flat",0
"1997","S01001807","Flat",0
"1988","S01001807","Flat",0
"1991","S01001807","Flat",0
"1980","S01001807","Flat",0
"1981","S01001807","Flat",0
"1989","S01001807","Flat",0
"1982","S01001807","Flat",0
"1992","S01001807","Flat",0
"1983","S01001807","Flat",0
"2004","S01001807","Flat",0
"1984","S01001807","Flat",0
"2005","S01001807","Flat",0
"1990","S01001807","Flat",0
"2003","S01001807","Flat",0
"1985","S01001807","Flat",0
"2002","S01001807","Flat",0
"1998","S01001807","Flat",0
"1999","S01001807","Flat",0
"1986","S01001807","Flat",0
"2000","S01001807","Flat",0
"2001","S01001807","Flat",0
"1993","S01001807","Flat",0
"1987","S01001807","House",3
"1994","S01001807","House",1
"2004","S01001807","House",0
"2000","S01001807","House",1
"1991","S01001807","House",0
"1985","S01001807","House",3
"1995","S01001807","House",1
"1996","S01001807","House",2
"2005","S01001807","House",0
"1988","S01001807","House",1
"1997","S01001807","House",0
"1990","S01001807","House",2
"1992","S01001807","House",1
"2001","S01001807","House",0
"1999","S01001807","House",1
"1980","S01001807","House",0
"1989","S01001807","House",2
"2003","S01001807","House",0
"1981","S01001807","House",8
"1993","S01001807","House",0
"1986","S01001807","House",1
"1982","S01001807","House",1
"2002","S01001807","House",0
"1998","S01001807","House",1
"1983","S01001807","House",1
"1984","S01001807","House",4
"2004","S01001808","All",1
"2005","S01001808","All",1
"2003","S01001808","All",1
"2002","S01001808","All",0
"1998","S01001808","All",0
"1999","S01001808","All",2
"2000","S01001808","All",2
"2001","S01001808","All",1
"1993","S01001808","All",0
"1994","S01001808","All",0
"1995","S01001808","All",6
"1996","S01001808","All",1
"1997","S01001808","All",1
"1980","S01001808","All",4
"1981","S01001808","All",3
"1982","S01001808","All",2
"1983","S01001808","All",2
"1984","S01001808","All",6
"1985","S01001808","All",4
"1986","S01001808","All",0
"1987","S01001808","All",2
"1988","S01001808","All",3
"1989","S01001808","All",5
"1990","S01001808","All",4
"1991","S01001808","All",2
"1992","S01001808","All",0
"1994","S01001808","Flat",0
"1987","S01001808","Flat",0
"1995","S01001808","Flat",0
"1996","S01001808","Flat",0
"1997","S01001808","Flat",0
"1988","S01001808","Flat",0
"1991","S01001808","Flat",0
"1980","S01001808","Flat",0
"1981","S01001808","Flat",1
"1989","S01001808","Flat",0
"1982","S01001808","Flat",0
"1992","S01001808","Flat",0
"1983","S01001808","Flat",0
"2004","S01001808","Flat",0
"1984","S01001808","Flat",1
"2005","S01001808","Flat",0
"1990","S01001808","Flat",0
"2003","S01001808","Flat",0
"1985","S01001808","Flat",0
"2002","S01001808","Flat",0
"1998","S01001808","Flat",0
"1999","S01001808","Flat",0
"1986","S01001808","Flat",0
"2000","S01001808","Flat",0
"2001","S01001808","Flat",1
"1993","S01001808","Flat",0
"1987","S01001808","House",2
"1994","S01001808","House",0
"2004","S01001808","House",1
"2000","S01001808","House",2
"1991","S01001808","House",2
"1985","S01001808","House",4
"1995","S01001808","House",6
"1996","S01001808","House",1
"2005","S01001808","House",1
"1988","S01001808","House",3
"1997","S01001808","House",1
"1990","S01001808","House",4
"1992","S01001808","House",0
"2001","S01001808","House",0
"1999","S01001808","House",2
"1980","S01001808","House",4
"1989","S01001808","House",5
"2003","S01001808","House",1
"1981","S01001808","House",2
"1993","S01001808","House",0
"1986","S01001808","House",0
"1982","S01001808","House",2
"2002","S01001808","House",0
"1998","S01001808","House",0
"1983","S01001808","House",2
"1984","S01001808","House",5
"2004","S01001809","All",2
"2005","S01001809","All",1
"2003","S01001809","All",3
"2002","S01001809","All",5
"1998","S01001809","All",5
"1999","S01001809","All",1
"2000","S01001809","All",1
"2001","S01001809","All",3
"1993","S01001809","All",4
"1994","S01001809","All",4
"1995","S01001809","All",4
"1996","S01001809","All",4
"1997","S01001809","All",2
"1980","S01001809","All",0
"1981","S01001809","All",0
"1982","S01001809","All",1
"1983","S01001809","All",0
"1984","S01001809","All",1
"1985","S01001809","All",3
"1986","S01001809","All",2
"1987","S01001809","All",0
"1988","S01001809","All",9
"1989","S01001809","All",13
"1990","S01001809","All",9
"1991","S01001809","All",5
"1992","S01001809","All",11
"1994","S01001809","Flat",4
"1987","S01001809","Flat",0
"1995","S01001809","Flat",4
"1996","S01001809","Flat",4
"1997","S01001809","Flat",2
"1988","S01001809","Flat",6
"1991","S01001809","Flat",4
"1980","S01001809","Flat",0
"1981","S01001809","Flat",0
"1989","S01001809","Flat",12
"1982","S01001809","Flat",1
"1992","S01001809","Flat",11
"1983","S01001809","Flat",0
"2004","S01001809","Flat",1
"1984","S01001809","Flat",1
"2005","S01001809","Flat",1
"1990","S01001809","Flat",9
"2003","S01001809","Flat",3
"1985","S01001809","Flat",2
"2002","S01001809","Flat",5
"1998","S01001809","Flat",4
"1999","S01001809","Flat",1
"1986","S01001809","Flat",1
"2000","S01001809","Flat",1
"2001","S01001809","Flat",3
"1993","S01001809","Flat",4
"1987","S01001809","House",0
"1994","S01001809","House",0
"2004","S01001809","House",1
"2000","S01001809","House",0
"1991","S01001809","House",1
"1985","S01001809","House",1
"1995","S01001809","House",0
"1996","S01001809","House",0
"2005","S01001809","House",0
"1988","S01001809","House",3
"1997","S01001809","House",0
"1990","S01001809","House",0
"1992","S01001809","House",0
"2001","S01001809","House",0
"1999","S01001809","House",0
"1980","S01001809","House",0
"1989","S01001809","House",1
"2003","S01001809","House",0
"1981","S01001809","House",0
"1993","S01001809","House",0
"1986","S01001809","House",1
"1982","S01001809","House",0
"2002","S01001809","House",0
"1998","S01001809","House",1
"1983","S01001809","House",0
"1984","S01001809","House",0
"2004","S01001810","All",0
"2005","S01001810","All",0
"2003","S01001810","All",0
"2002","S01001810","All",0
"1998","S01001810","All",0
"1999","S01001810","All",0
"2000","S01001810","All",0
"2001","S01001810","All",0
"1993","S01001810","All",0
"1994","S01001810","All",0
"1995","S01001810","All",1
"1996","S01001810","All",1
"1997","S01001810","All",1
"1980","S01001810","All",0
"1981","S01001810","All",0
"1982","S01001810","All",0
"1983","S01001810","All",0
"1984","S01001810","All",0
"1985","S01001810","All",0
"1986","S01001810","All",0
"1987","S01001810","All",0
"1988","S01001810","All",0
"1989","S01001810","All",0
"1990","S01001810","All",0
"1991","S01001810","All",1
"1992","S01001810","All",1
"1994","S01001810","Flat",0
"1987","S01001810","Flat",0
"1995","S01001810","Flat",0
"1996","S01001810","Flat",0
"1997","S01001810","Flat",1
"1988","S01001810","Flat",0
"1991","S01001810","Flat",1
"1980","S01001810","Flat",0
"1981","S01001810","Flat",0
"1989","S01001810","Flat",0
"1982","S01001810","Flat",0
"1992","S01001810","Flat",0
"1983","S01001810","Flat",0
"2004","S01001810","Flat",0
"1984","S01001810","Flat",0
"2005","S01001810","Flat",0
"1990","S01001810","Flat",0
"2003","S01001810","Flat",0
"1985","S01001810","Flat",0
"2002","S01001810","Flat",0
"1998","S01001810","Flat",0
